id,classe,subclasse,desempenho,peso_classe,peso_subclasse,peso_por_questao
42,Biologia,Desequilíbrio em ecossistemas,-0.37720136481837535,1.0,0.115672,62.0
43,Biologia,Doenças causadas por vírus (viroses),-0.4299053647021882,1.0,0.04291,23.0
44,Biologia,DNA – material genético e genética do funcionamento dos genes,0.5712816109503367,1.0,0.041045,22.0
45,Biologia,Ciclos biogeoquímicos,-1.0,1.0,0.031716,17.0
46,Biologia,Bioquímica,0.4532590261948545,1.0,0.031716,17.0
47,Biologia,Biologia celular,1.0,1.0,0.031716,17.0
48,Biologia,Reações ecológicas,0.503718325435333,1.0,0.029851,16.0
49,Biologia,Cadeias e teias alimentares,0.6529227423458395,1.0,0.027985,15.0
50,Biologia,Doenças causadas por protozoários (protozooses),0.2333458554699367,1.0,0.024254,13.0
51,História,Brasil Colonial,-0.2460332570775262,1.0,0.089641,45.0
52,História,Primeira República,-0.04363622024335137,1.0,0.061753,31.0
53,História,Era Vargas,-0.17459521343518444,1.0,0.051793,26.0
54,História,História Pública,-0.5568177028807902,1.0,0.043825,22.0
55,História,Ditadura Civil-Militar no Brasil,-0.8599148301379436,1.0,0.041833,21.0
56,História,Brasil Império: Segundo Reinado,-0.07016908745558417,1.0,0.041833,21.0
57,História,Civilizações da Antiguidade Clássica,0.454641584064894,1.0,0.025896,13.0
58,História,Revolução Industrial,-0.3000634316314932,1.0,0.025896,13.0
59,História,Abolição da escravidão,0.5195303658648289,1.0,0.023904,12.0
60,História,Absolutismo monárquico,-0.01666143747798029,1.0,0.017928,9.0
61,História,República Nova,-0.5171219782158066,1.0,0.017928,9.0
62,História,Trabalho escravo,0.07964702353036225,1.0,0.017928,9.0
63,Geografia,Urbanização,0.16526790875650382,1.0,0.067901,33.0
64,Geografia,Agropecuária,0.012817756702681671,1.0,0.065844,32.0
65,Geografia,Desenvolvimento econômico,-0.04606951857887228,1.0,0.049383,24.0
66,Geografia,Ruralidade,-0.4592558839691022,1.0,0.047325,23.0
67,Geografia,Geopolítica e relações internacionais,0.15495645020814378,1.0,0.041152,20.0
68,Geografia,Geomorfologia,-0.6210581887468365,1.0,0.039095,19.0
69,Geografia,Migrações,-0.1655651362106544,1.0,0.039095,19.0
70,Português,Competência leitora,-0.8204333275004767,1.0,0.4395,563.0
71,Português,Apreensão de sentido,-0.1376991710152731,1.0,0.106167,136.0
72,Inglês,Definição/interpretação de estruturas linguísticas e aspectos discursivos em textos,-0.02744501560191869,1.0,0.424242,56.0
73,Espanhol,Apreensão de sentido,0.7530218218134322,1.0,0.46087,53.0
74,Arte,Idade Contemporânea / papel social da arte,-0.6887807788922942,1.0,0.272727,6.0
75,Educação Física,"Conceituação de jogos, brincadeiras e esporte",-0.6278082617685209,1.0,0.176471,3.0
76,Filosofia,Filosofia política,0.08060433302844729,1.0,0.111732,20.0
77,Sociologia,"Direito, cidadania e movimentos sociais",-0.21060852371493083,1.0,0.20614,47.0
