id,classe,subclasse,desempenho,peso_classe,peso_subclasse,peso_por_questao
48,Biologia,Reações ecológicas,-0.37911303865234863,1.0,0.029851,16.0
49,Biologia,Cadeias e teias alimentares,0.4619743420949967,1.0,0.027985,15.0
50,Biologia,Doenças causadas por protozoários (protozooses),-0.31193539568238793,1.0,0.024254,13.0
51,História,Brasil Colonial,-1.0,1.0,0.089641,45.0
52,História,Primeira República,-0.5905565475053064,1.0,0.061753,31.0
53,História,Era Vargas,-0.49645190410253937,1.0,0.051793,26.0
54,História,História Pública,-1.0,1.0,0.043825,22.0
55,História,Ditadura Civil-Militar no Brasil,-0.41881485547417296,1.0,0.041833,21.0
56,História,Brasil Império: Segundo Reinado,-0.36608580165310495,1.0,0.041833,21.0
57,História,Civilizações da Antiguidade Clássica,-0.425031046757222,1.0,0.025896,13.0
58,História,Revolução Industrial,-0.2053141164964204,1.0,0.025896,13.0
59,História,Abolição da escravidão,-0.6813784762583218,1.0,0.023904,12.0
60,História,Absolutismo monárquico,-0.3053510148129052,1.0,0.017928,9.0
61,História,República Nova,-0.44892875948604166,1.0,0.017928,9.0
62,História,Trabalho escravo,-0.06284628993946959,1.0,0.017928,9.0
63,Geografia,Urbanização,-0.7391266128705011,1.0,0.067901,33.0
64,Geografia,Agropecuária,0.803229929913439,1.0,0.065844,32.0
65,Geografia,Desenvolvimento econômico,-0.6249242844725172,1.0,0.049383,24.0
66,Geografia,Ruralidade,-0.31906151430036866,1.0,0.047325,23.0
67,Geografia,Geopolítica e relações internacionais,-0.17891467333377595,1.0,0.041152,20.0
68,Geografia,Geomorfologia,-0.21146649970737097,1.0,0.039095,19.0
69,Geografia,Migrações,-0.3560458139115497,1.0,0.039095,19.0
70,Português,Competência leitora,0.5174102190858774,1.0,0.4395,563.0
71,Português,Apreensão de sentido,0.47995968011386364,1.0,0.106167,136.0
72,Inglês,Definição/interpretação de estruturas linguísticas e aspectos discursivos em textos,-0.2831712176187049,1.0,0.424242,56.0
73,Espanhol,Apreensão de sentido,-0.16088521747574314,1.0,0.46087,53.0
74,Arte,Idade Contemporânea / papel social da arte,0.3377458007963843,1.0,0.272727,6.0
75,Educação Física,"Conceituação de jogos, brincadeiras e esporte",0.15924336336361758,1.0,0.176471,3.0
76,Filosofia,Filosofia política,-0.06532483355546542,1.0,0.111732,20.0
77,Sociologia,"Direito, cidadania e movimentos sociais",0.22601490112104125,1.0,0.20614,47.0
