id,classe,subclasse,desempenho,peso_classe,peso_subclasse,peso_por_questao
34,Química,Concentração de soluções,-0.21936535220355746,1.0,0.02911,17.0
35,Química,Controle de poluição,0.3815232983010978,1.0,0.02911,17.0
36,Química,Tecnologias ambientais,0.23875276782083493,1.0,0.02911,17.0
37,Química,Poluição da água,-0.3256314884688806,1.0,0.025685,15.0
38,Química,Tipos de reações químicas,0.025710318129254593,1.0,0.025685,15.0
39,Química,Estrutura atômica,-0.25836049619901913,1.0,0.023973,14.0
40,Química,Entalpia das reações,-0.3203902319247751,1.0,0.023973,14.0
41,Química,Termoquímica,0.5946411593900331,1.0,0.02226,13.0
42,Biologia,Desequilíbrio em ecossistemas,-0.13007769943557917,1.0,0.115672,62.0
43,Biologia,Doenças causadas por vírus (viroses),-0.45727561082973245,1.0,0.04291,23.0
44,Biologia,DNA – material genético e genética do funcionamento dos genes,0.40264247015701915,1.0,0.041045,22.0
45,Biologia,Ciclos biogeoquímicos,0.15701093620900355,1.0,0.031716,17.0
46,Biologia,Bioquímica,-0.7339139004639329,1.0,0.031716,17.0
47,Biologia,Biologia celular,-0.02907868513774862,1.0,0.031716,17.0
48,Biologia,Reações ecológicas,0.6475505649745702,1.0,0.029851,16.0
49,Biologia,Cadeias e teias alimentares,0.4127862036487881,1.0,0.027985,15.0
50,Biologia,Doenças causadas por protozoários (protozooses),0.23674989536007957,1.0,0.024254,13.0
51,História,Brasil Colonial,0.7521113928382486,1.0,0.089641,45.0
52,História,Primeira República,0.8889347052309885,1.0,0.061753,31.0
53,História,Era Vargas,-0.5575888356573688,1.0,0.051793,26.0
54,História,História Pública,-0.1734957036851288,1.0,0.043825,22.0
55,História,Ditadura Civil-Militar no Brasil,-0.5443402026991847,1.0,0.041833,21.0
56,História,Brasil Império: Segundo Reinado,0.1682425432789912,1.0,0.041833,21.0
57,História,Civilizações da Antiguidade Clássica,0.6939083023556298,1.0,0.025896,13.0
58,História,Revolução Industrial,-0.10452286706598958,1.0,0.025896,13.0
59,História,Abolição da escravidão,0.1346931589732106,1.0,0.023904,12.0
60,História,Absolutismo monárquico,0.8920318622922518,1.0,0.017928,9.0
61,História,República Nova,0.045390272235600125,1.0,0.017928,9.0
62,História,Trabalho escravo,1.0,1.0,0.017928,9.0
63,Geografia,Urbanização,0.8861712134532787,1.0,0.067901,33.0
64,Geografia,Agropecuária,-0.9331107844315728,1.0,0.065844,32.0
65,Geografia,Desenvolvimento econômico,0.3471061190859077,1.0,0.049383,24.0
66,Geografia,Ruralidade,0.19797836907703606,1.0,0.047325,23.0
67,Geografia,Geopolítica e relações internacionais,0.2105733316813801,1.0,0.041152,20.0
68,Geografia,Geomorfologia,-0.7146731337970057,1.0,0.039095,19.0
69,Geografia,Migrações,0.01624519298494885,1.0,0.039095,19.0
70,Português,Competência leitora,0.42334700614810056,1.0,0.4395,563.0
71,Português,Apreensão de sentido,0.4393961925487636,1.0,0.106167,136.0
72,Inglês,Definição/interpretação de estruturas linguísticas e aspectos discursivos em textos,0.03195736620410703,1.0,0.424242,56.0
73,Espanhol,Apreensão de sentido,-0.3656054664045377,1.0,0.46087,53.0
74,Arte,Idade Contemporânea / papel social da arte,0.5409354852445277,1.0,0.272727,6.0
75,Educação Física,"Conceituação de jogos, brincadeiras e esporte",-0.004292534599114413,1.0,0.176471,3.0
76,Filosofia,Filosofia política,0.24811288295370573,1.0,0.111732,20.0
77,Sociologia,"Direito, cidadania e movimentos sociais",-0.6306008916214264,1.0,0.20614,47.0
